env,id,block,position,row,col,resp,cov1,cov2
OR_2018_1,92,2,14,17,1,2.2,2.2,2.7
OR_2018_1,27,2,15,18,2,2.1,2.2,2.7
OR_2018_1,193,2,16,18,1,2.5,2.2,2.7
OR_2018_1,202,2,17,19,2,2.7,2.2,2.7
OR_2018_1,94,2,18,19,1,2.4,2.2,2.7
OR_2018_1,99,2,19,20,2,2.6,2.2,2.7
OR_2018_1,51,2,20,20,1,2.3,2.2,2.7
OR_2018_1,139,3,1,21,2,2,2.2,2.3
OR_2018_1,113,3,2,21,1,2.2,2.2,2.3
OR_2018_1,183,3,3,22,2,2.5,2.2,2.3
OR_2018_1,37,3,4,22,1,2,2.2,2.3
OR_2018_1,189,3,5,23,2,2.5,2.2,2.3
OR_2018_1,84,3,6,23,1,2,2.2,2.3
OR_2018_1,133,3,7,24,2,2.1,2.2,2.3
OR_2018_1,187,3,8,24,1,2.2,2.2,2.3
OR_2018_1,202,3,9,25,2,2.3,2.2,2.3
OR_2018_1,110,3,10,25,1,2.2,2.2,2.3
OR_2018_1,144,3,11,26,2,2.6,2.2,2.3
OR_2018_1,79,3,12,26,1,2.5,2.2,2.3
OR_2018_1,195,3,13,27,2,2.7,2.2,2.3
OR_2018_1,77,3,14,27,1,2.1,2.2,2.3
OR_2018_1,54,3,15,28,2,2.4,2.2,2.3
OR_2018_1,161,3,16,28,1,2.6,2.2,2.3
OR_2018_1,104,3,17,29,2,2.2,2.2,2.3
OR_2018_1,177,3,18,29,1,2,2.2,2.3
OR_2018_1,4,3,19,30,2,2.3,2.2,2.3
OR_2018_1,201,3,20,30,1,2.2,2.2,2.3
OR_2018_1,108,4,1,31,2,3,2.6,2.7
OR_2018_1,197,4,2,31,1,2,2.6,2.7
OR_2018_1,100,4,3,32,2,2.5,2.6,2.7
OR_2018_1,49,4,4,32,1,2,2.6,2.7
OR_2018_1,15,4,5,33,2,2.2,2.6,2.7
OR_2018_1,201,4,6,33,1,2.6,2.6,2.7
OR_2018_1,13,4,7,34,2,2.4,2.6,2.7
OR_2018_1,63,4,8,34,1,2,2.6,2.7
OR_2018_1,191,4,9,35,2,2.7,2.6,2.7
OR_2018_1,44,4,10,35,1,2.9,2.6,2.7
OR_2018_1,102,4,11,36,2,3,2.6,2.7
OR_2018_1,115,4,12,36,1,2,2.6,2.7
OR_2018_1,202,4,13,37,2,2.7,2.6,2.7
OR_2018_1,112,4,14,37,1,2.2,2.6,2.7
OR_2018_1,131,4,15,38,2,2.2,2.6,2.7
OR_2018_1,85,4,16,38,1,2.2,2.6,2.7
OR_2018_1,126,4,17,39,2,2.4,2.6,2.7
OR_2018_1,67,4,18,39,1,2.3,2.6,2.7
OR_2018_1,47,4,19,40,2,2.2,2.6,2.7
OR_2018_1,182,4,20,40,1,2.2,2.6,2.7
OR_2018_1,75,5,1,41,2,2.7,2.7,2.6
OR_2018_1,171,5,2,41,1,3.2,2.7,2.6
OR_2018_1,154,5,3,42,2,2.7,2.7,2.6
OR_2018_1,119,5,4,42,1,3.3,2.7,2.6
OR_2018_1,201,5,5,43,2,2.7,2.7,2.6
OR_2018_1,17,5,6,43,1,2,2.7,2.6
OR_2018_1,22,5,7,44,2,2.6,2.7,2.6
OR_2018_1,202,5,8,44,1,2.6,2.7,2.6
OR_2018_1,82,5,9,45,2,2.3,2.7,2.6
OR_2018_1,50,5,10,45,1,2.1,2.7,2.6
OR_2018_1,134,5,11,46,2,2.5,2.7,2.6
OR_2018_1,62,5,12,46,1,2.9,2.7,2.6
OR_2018_1,29,5,13,47,2,2.7,2.7,2.6
OR_2018_1,122,5,14,47,1,2.7,2.7,2.6
OR_2018_1,137,5,15,48,2,2.8,2.7,2.6
OR_2018_1,71,5,16,48,1,2.7,2.7,2.6
OR_2018_1,41,5,17,49,2,2.8,2.7,2.6
OR_2018_1,39,5,18,49,1,2.2,2.7,2.6
OR_2018_1,28,5,19,50,2,2.1,2.7,2.6
OR_2018_1,38,5,20,50,1,2.1,2.7,2.6
OR_2018_1,201,6,1,51,2,2.5,2.5,2.2
OR_2018_1,116,6,2,51,1,2,2.5,2.2
OR_2018_1,60,6,3,52,2,2.1,2.5,2.2
OR_2018_1,156,6,4,52,1,2.6,2.5,2.2
OR_2018_1,188,6,5,53,2,2.6,2.5,2.2
OR_2018_1,140,6,6,53,1,2,2.5,2.2
OR_2018_1,76,6,7,54,2,2.6,2.5,2.2
OR_2018_1,109,6,8,54,1,2,2.5,2.2
OR_2018_1,101,6,9,55,2,2.6,2.5,2.2
OR_2018_1,185,6,10,55,1,2.4,2.5,2.2
OR_2018_1,146,6,11,56,2,2.6,2.5,2.2
OR_2018_1,202,6,12,56,1,2.2,2.5,2.2
OR_2018_1,129,6,13,57,2,2.6,2.5,2.2
OR_2018_1,87,6,14,57,1,3.3,2.5,2.2
OR_2018_1,150,6,15,58,2,2.5,2.5,2.2
OR_2018_1,155,6,16,58,1,2.7,2.5,2.2
OR_2018_1,98,6,17,59,2,3,2.5,2.2
OR_2018_1,3,6,18,59,1,2.3,2.5,2.2
OR_2018_1,88,6,19,60,2,2.8,2.5,2.2
OR_2018_1,69,6,20,60,1,2,2.5,2.2
OR_2018_1,149,7,1,61,2,2.7,2.4,2.7
OR_2018_1,165,7,2,61,1,2.1,2.4,2.7
OR_2018_1,138,7,3,62,2,2.7,2.4,2.7
OR_2018_1,201,7,4,62,1,2.4,2.4,2.7
OR_2018_1,31,7,5,63,2,2.1,2.4,2.7
OR_2018_1,152,7,6,63,1,2.3,2.4,2.7
OR_2018_1,70,7,7,64,2,2.3,2.4,2.7
OR_2018_1,151,7,8,64,1,2.3,2.4,2.7
OR_2018_1,142,7,9,65,2,2.3,2.4,2.7
OR_2018_1,117,7,10,65,1,2.2,2.4,2.7
OR_2018_1,111,7,11,66,2,2.5,2.4,2.7
OR_2018_1,166,7,12,66,1,2.1,2.4,2.7
OR_2018_1,186,7,13,67,2,2.2,2.4,2.7
OR_2018_1,24,7,14,67,1,2.1,2.4,2.7
OR_2018_1,143,7,15,68,2,2.5,2.4,2.7
OR_2018_1,168,7,16,68,1,2.1,2.4,2.7
OR_2018_1,132,7,17,69,2,2.8,2.4,2.7
OR_2018_1,174,7,18,69,1,2.6,2.4,2.7
OR_2018_1,202,7,19,70,2,2.7,2.4,2.7
OR_2018_1,20,7,20,70,1,2,2.4,2.7
OR_2018_1,58,8,1,71,2,2.5,3.1,3.5
OR_2018_1,66,8,2,71,1,2.1,3.1,3.5
OR_2018_1,36,8,3,72,2,2.5,3.1,3.5
OR_2018_1,19,8,4,72,1,2.5,3.1,3.5
OR_2018_1,169,8,5,73,2,2.7,3.1,3.5
OR_2018_1,118,8,6,73,1,2.3,3.1,3.5
OR_2018_1,201,8,7,74,2,3.1,3.1,3.5
OR_2018_1,91,8,8,74,1,3,3.1,3.5
OR_2018_1,105,8,9,75,2,2.2,3.1,3.5
OR_2018_1,72,8,10,75,1,2.3,3.1,3.5
OR_2018_1,158,8,11,76,2,2.9,3.1,3.5
OR_2018_1,141,8,12,76,1,2.1,3.1,3.5
OR_2018_1,135,8,13,77,2,2.7,3.1,3.5
OR_2018_1,162,8,14,77,1,2.9,3.1,3.5
OR_2018_1,57,8,15,78,2,2.5,3.1,3.5
OR_2018_1,12,8,16,78,1,2.2,3.1,3.5
OR_2018_1,56,8,17,79,2,2,3.1,3.5
OR_2018_1,202,8,18,79,1,3.5,3.1,3.5
OR_2018_1,61,8,19,80,2,2.3,3.1,3.5
OR_2018_1,184,8,20,80,1,3.2,3.1,3.5
OR_2018_1,96,9,1,81,2,3.1,2.6,2.6
OR_2018_1,114,9,2,81,1,2.8,2.6,2.6
OR_2018_1,64,9,3,82,2,3.5,2.6,2.6
OR_2018_1,164,9,4,82,1,2.5,2.6,2.6
OR_2018_1,196,9,5,83,2,2.8,2.6,2.6
OR_2018_1,68,9,6,83,1,2.5,2.6,2.6
OR_2018_1,202,9,7,84,2,2.6,2.6,2.6
OR_2018_1,30,9,8,84,1,2.1,2.6,2.6
OR_2018_1,170,9,9,85,2,3.1,2.6,2.6
OR_2018_1,120,9,10,85,1,2.6,2.6,2.6
OR_2018_1,16,9,11,86,2,2.2,2.6,2.6
OR_2018_1,86,9,12,86,1,2.5,2.6,2.6
OR_2018_1,33,9,13,87,2,2.5,2.6,2.6
OR_2018_1,8,9,14,87,1,2.7,2.6,2.6
OR_2018_1,23,9,15,88,2,2.7,2.6,2.6
OR_2018_1,201,9,16,88,1,2.6,2.6,2.6
OR_2018_1,128,9,17,89,2,2.8,2.6,2.6
OR_2018_1,194,9,18,89,1,3.1,2.6,2.6
OR_2018_1,52,9,19,90,2,2.4,2.6,2.6
OR_2018_1,73,9,20,90,1,2.2,2.6,2.6
OR_2018_1,148,10,1,91,2,2.7,3.2,2.4
OR_2018_1,157,10,2,91,1,2.3,3.2,2.4
OR_2018_1,80,10,3,92,2,3,3.2,2.4
OR_2018_1,6,10,4,92,1,2.5,3.2,2.4
OR_2018_1,93,10,5,93,2,2.2,3.2,2.4
OR_2018_1,45,10,6,93,1,2.2,3.2,2.4
OR_2018_1,83,10,7,94,2,2.9,3.2,2.4
OR_2018_1,147,10,8,94,1,2.3,3.2,2.4
OR_2018_1,125,10,9,95,2,2.6,3.2,2.4
OR_2018_1,202,10,10,95,1,2.4,3.2,2.4
OR_2018_1,172,10,11,96,2,3.2,3.2,2.4
OR_2018_1,106,10,12,96,1,2.5,3.2,2.4
OR_2018_1,89,10,13,97,2,2.6,3.2,2.4
OR_2018_1,127,10,14,97,1,3,3.2,2.4
OR_2018_1,107,10,15,98,2,2.3,3.2,2.4
OR_2018_1,103,10,16,98,1,2.4,3.2,2.4
OR_2018_1,201,10,17,99,2,3.2,3.2,2.4
OR_2018_1,7,10,18,99,1,2.5,3.2,2.4
OR_2018_1,32,10,19,100,2,2.8,3.2,2.4
OR_2018_1,175,10,20,100,1,2.6,3.2,2.4
OR_2018_1,2,11,1,101,2,2.7,2.8,2.6
OR_2018_1,11,11,2,101,1,2.5,2.8,2.6
OR_2018_1,201,11,3,102,2,2.8,2.8,2.6
OR_2018_1,5,11,4,102,1,2.4,2.8,2.6
OR_2018_1,180,11,5,103,2,2.6,2.8,2.6
OR_2018_1,136,11,6,103,1,2.3,2.8,2.6
OR_2018_1,9,11,7,104,2,2.7,2.8,2.6
OR_2018_1,26,11,8,104,1,2.1,2.8,2.6
OR_2018_1,53,11,9,105,2,3.1,2.8,2.6
OR_2018_1,1,11,10,105,1,2.4,2.8,2.6
OR_2018_1,198,11,11,106,2,2.6,2.8,2.6
OR_2018_1,42,11,12,106,1,2.6,2.8,2.6
OR_2018_1,43,11,13,107,2,2.6,2.8,2.6
OR_2018_1,14,11,14,107,1,2.4,2.8,2.6
OR_2018_1,163,11,15,108,2,2.7,2.8,2.6
OR_2018_1,130,11,16,108,1,2.5,2.8,2.6
OR_2018_1,97,11,17,109,2,2.7,2.8,2.6
OR_2018_1,202,11,18,109,1,2.6,2.8,2.6
OR_2018_1,124,11,19,110,2,2.2,2.8,2.6
OR_2018_1,35,11,20,110,1,2.4,2.8,2.6
OR_2019_1,34,1,1,1,2,3.1,3.1,3.4
OR_2019_1,90,1,2,1,1,2.8,3.1,3.4
OR_2019_1,201,1,3,2,2,3.1,3.1,3.4
OR_2019_1,55,1,4,2,1,3.1,3.1,3.4
OR_2019_1,10,1,5,3,2,3.1,3.1,3.4
OR_2019_1,192,1,6,3,1,3.3,3.1,3.4
OR_2019_1,145,1,7,4,2,2.6,3.1,3.4
OR_2019_1,48,1,8,4,1,3.4,3.1,3.4
OR_2019_1,74,1,9,5,2,2.4,3.1,3.4
OR_2019_1,159,1,10,5,1,3.6,3.1,3.4
OR_2019_1,176,1,11,6,2,2.5,3.1,3.4
OR_2019_1,95,1,12,6,1,3.4,3.1,3.4
OR_2019_1,190,1,13,7,2,2.7,3.1,3.4
OR_2019_1,81,1,14,7,1,3.6,3.1,3.4
OR_2019_1,167,1,15,8,2,2.6,3.1,3.4
OR_2019_1,123,1,16,8,1,3.3,3.1,3.4
OR_2019_1,46,1,17,9,2,2.5,3.1,3.4
OR_2019_1,160,1,18,9,1,3.2,3.1,3.4
OR_2019_1,18,1,19,10,2,2.6,3.1,3.4
OR_2019_1,202,1,20,10,1,3.4,3.1,3.4
OR_2019_1,178,2,1,11,2,3.1,3,2.7
OR_2019_1,121,2,2,11,1,3.2,3,2.7
OR_2019_1,173,2,3,12,2,2.8,3,2.7
OR_2019_1,65,2,4,12,1,3.3,3,2.7
OR_2019_1,181,2,5,13,2,2.7,3,2.7
OR_2019_1,25,2,6,13,1,3.3,3,2.7
OR_2019_1,153,2,7,14,2,2.8,3,2.7
OR_2019_1,40,2,8,14,1,3.3,3,2.7
OR_2019_1,78,2,9,15,2,2.8,3,2.7
OR_2019_1,201,2,10,15,1,3,3,2.7
OR_2019_1,179,2,11,16,2,2.4,3,2.7
OR_2019_1,21,2,12,16,1,3,3,2.7
OR_2019_1,59,2,13,17,2,3.6,3,2.7
OR_2019_1,92,2,14,17,1,3.3,3,2.7
OR_2019_1,27,2,15,18,2,2.5,3,2.7
OR_2019_1,193,2,16,18,1,3.5,3,2.7
OR_2019_1,202,2,17,19,2,2.7,3,2.7
OR_2019_1,94,2,18,19,1,2.8,3,2.7
OR_2019_1,99,2,19,20,2,2.8,3,2.7
OR_2019_1,51,2,20,20,1,3.3,3,2.7
OR_2019_1,139,3,1,21,2,2.8,3.4,3.4
OR_2019_1,113,3,2,21,1,3.1,3.4,3.4
OR_2019_1,183,3,3,22,2,2.6,3.4,3.4
OR_2019_1,37,3,4,22,1,3.4,3.4,3.4
OR_2019_1,189,3,5,23,2,2.8,3.4,3.4
OR_2019_1,84,3,6,23,1,2.2,3.4,3.4
OR_2019_1,133,3,7,24,2,2.2,3.4,3.4
OR_2019_1,187,3,8,24,1,3.1,3.4,3.4
OR_2019_1,202,3,9,25,2,3.4,3.4,3.4
OR_2019_1,110,3,10,25,1,2.3,3.4,3.4
OR_2019_1,144,3,11,26,2,2.6,3.4,3.4
OR_2019_1,79,3,12,26,1,3.4,3.4,3.4
OR_2019_1,195,3,13,27,2,2.2,3.4,3.4
OR_2019_1,77,3,14,27,1,3.8,3.4,3.4
OR_2019_1,54,3,15,28,2,2.8,3.4,3.4
OR_2019_1,161,3,16,28,1,3.1,3.4,3.4
OR_2019_1,104,3,17,29,2,2.8,3.4,3.4
OR_2019_1,177,3,18,29,1,3.4,3.4,3.4
OR_2019_1,4,3,19,30,2,2.2,3.4,3.4
OR_2019_1,201,3,20,30,1,3.4,3.4,3.4
OR_2019_1,108,4,1,31,2,3.3,3.4,3
OR_2019_1,197,4,2,31,1,2.7,3.4,3
OR_2019_1,100,4,3,32,2,3,3.4,3
OR_2019_1,49,4,4,32,1,3.1,3.4,3
OR_2019_1,15,4,5,33,2,2.4,3.4,3
OR_2019_1,201,4,6,33,1,3.4,3.4,3
OR_2019_1,13,4,7,34,2,2.6,3.4,3
OR_2019_1,63,4,8,34,1,3.3,3.4,3
OR_2019_1,191,4,9,35,2,3,3.4,3
OR_2019_1,44,4,10,35,1,3.5,3.4,3
OR_2019_1,102,4,11,36,2,3.4,3.4,3
OR_2019_1,115,4,12,36,1,3.7,3.4,3
OR_2019_1,202,4,13,37,2,3,3.4,3
OR_2019_1,112,4,14,37,1,2.8,3.4,3
OR_2019_1,131,4,15,38,2,2.6,3.4,3
OR_2019_1,85,4,16,38,1,3.2,3.4,3
OR_2019_1,126,4,17,39,2,2.4,3.4,3
OR_2019_1,67,4,18,39,1,3.2,3.4,3
OR_2019_1,47,4,19,40,2,3,3.4,3
OR_2019_1,182,4,20,40,1,3.2,3.4,3
OR_2019_1,75,5,1,41,2,2.7,3.4,3.3
OR_2019_1,171,5,2,41,1,3,3.4,3.3
OR_2019_1,154,5,3,42,2,2.9,3.4,3.3
OR_2019_1,119,5,4,42,1,2.1,3.4,3.3
OR_2019_1,201,5,5,43,2,3.4,3.4,3.3
OR_2019_1,17,5,6,43,1,2.9,3.4,3.3
OR_2019_1,22,5,7,44,2,2.6,3.4,3.3
OR_2019_1,202,5,8,44,1,3.3,3.4,3.3
OR_2019_1,82,5,9,45,2,2.8,3.4,3.3
OR_2019_1,50,5,10,45,1,2.8,3.4,3.3
OR_2019_1,134,5,11,46,2,2.9,3.4,3.3
OR_2019_1,62,5,12,46,1,2.6,3.4,3.3
OR_2019_1,29,5,13,47,2,3.5,3.4,3.3
OR_2019_1,122,5,14,47,1,2.7,3.4,3.3
OR_2019_1,137,5,15,48,2,2.6,3.4,3.3
OR_2019_1,71,5,16,48,1,2.2,3.4,3.3
OR_2019_1,41,5,17,49,2,3.2,3.4,3.3
OR_2019_1,39,5,18,49,1,2.8,3.4,3.3
OR_2019_1,28,5,19,50,2,2.6,3.4,3.3
OR_2019_1,38,5,20,50,1,2.5,3.4,3.3
OR_2019_1,201,6,1,51,2,2.9,2.9,2.6
OR_2019_1,116,6,2,51,1,2.7,2.9,2.6
OR_2019_1,60,6,3,52,2,2.9,2.9,2.6
OR_2019_1,156,6,4,52,1,3.3,2.9,2.6
OR_2019_1,188,6,5,53,2,2.9,2.9,2.6
OR_2019_1,140,6,6,53,1,3.2,2.9,2.6
OR_2019_1,76,6,7,54,2,3.3,2.9,2.6
OR_2019_1,109,6,8,54,1,2.7,2.9,2.6
OR_2019_1,101,6,9,55,2,3.4,2.9,2.6
OR_2019_1,185,6,10,55,1,3.4,2.9,2.6
OR_2019_1,146,6,11,56,2,3.6,2.9,2.6
OR_2019_1,202,6,12,56,1,2.6,2.9,2.6
OR_2019_1,129,6,13,57,2,2.9,2.9,2.6
OR_2019_1,87,6,14,57,1,2.9,2.9,2.6
OR_2019_1,150,6,15,58,2,3.5,2.9,2.6
OR_2019_1,155,6,16,58,1,3.2,2.9,2.6
OR_2019_1,98,6,17,59,2,2.7,2.9,2.6
OR_2019_1,3,6,18,59,1,2.8,2.9,2.6
OR_2019_1,88,6,19,60,2,3,2.9,2.6
OR_2019_1,69,6,20,60,1,2.9,2.9,2.6
OR_2019_1,149,7,1,61,2,3.6,2.8,3
OR_2019_1,165,7,2,61,1,3.1,2.8,3
OR_2019_1,138,7,3,62,2,3.4,2.8,3
OR_2019_1,201,7,4,62,1,2.8,2.8,3
OR_2019_1,31,7,5,63,2,2.4,2.8,3
OR_2019_1,152,7,6,63,1,2.5,2.8,3
OR_2019_1,70,7,7,64,2,2.8,2.8,3
OR_2019_1,151,7,8,64,1,3,2.8,3
OR_2019_1,142,7,9,65,2,3.6,2.8,3
OR_2019_1,117,7,10,65,1,2.8,2.8,3
OR_2019_1,111,7,11,66,2,2.6,2.8,3
OR_2019_1,166,7,12,66,1,2.9,2.8,3
OR_2019_1,186,7,13,67,2,3,2.8,3
OR_2019_1,24,7,14,67,1,3,2.8,3
OR_2019_1,143,7,15,68,2,3.6,2.8,3
OR_2019_1,168,7,16,68,1,2.6,2.8,3
OR_2019_1,132,7,17,69,2,2.8,2.8,3
OR_2019_1,174,7,18,69,1,3.5,2.8,3
OR_2019_1,202,7,19,70,2,3,2.8,3
OR_2019_1,20,7,20,70,1,3.3,2.8,3
OR_2019_1,58,8,1,71,2,2.5,2.8,3.4
OR_2019_1,66,8,2,71,1,3,2.8,3.4
OR_2019_1,36,8,3,72,2,2.9,2.8,3.4
OR_2019_1,19,8,4,72,1,3.3,2.8,3.4
OR_2019_1,169,8,5,73,2,3.4,2.8,3.4
OR_2019_1,118,8,6,73,1,2.9,2.8,3.4
OR_2019_1,201,8,7,74,2,2.8,2.8,3.4
OR_2019_1,91,8,8,74,1,2.9,2.8,3.4
OR_2019_1,105,8,9,75,2,3.1,2.8,3.4
OR_2019_1,72,8,10,75,1,2.8,2.8,3.4
OR_2019_1,158,8,11,76,2,2.8,2.8,3.4
OR_2019_1,141,8,12,76,1,2.6,2.8,3.4
OR_2019_1,135,8,13,77,2,3.1,2.8,3.4
OR_2019_1,162,8,14,77,1,2.7,2.8,3.4
OR_2019_1,57,8,15,78,2,3.2,2.8,3.4
OR_2019_1,12,8,16,78,1,3.3,2.8,3.4
OR_2019_1,56,8,17,79,2,3,2.8,3.4
OR_2019_1,202,8,18,79,1,3.4,2.8,3.4
OR_2019_1,61,8,19,80,2,3.7,2.8,3.4
OR_2019_1,184,8,20,80,1,2.8,2.8,3.4
OR_2019_1,96,9,1,81,2,3.6,3,3.3
OR_2019_1,114,9,2,81,1,2.9,3,3.3
OR_2019_1,64,9,3,82,2,2.8,3,3.3
OR_2019_1,164,9,4,82,1,3,3,3.3
OR_2019_1,196,9,5,83,2,3.6,3,3.3
OR_2019_1,68,9,6,83,1,2.5,3,3.3
OR_2019_1,202,9,7,84,2,3.3,3,3.3
OR_2019_1,30,9,8,84,1,3.1,3,3.3
OR_2019_1,170,9,9,85,2,3.2,3,3.3
OR_2019_1,120,9,10,85,1,2.4,3,3.3
OR_2019_1,16,9,11,86,2,3.4,3,3.3
OR_2019_1,86,9,12,86,1,2.4,3,3.3
OR_2019_1,33,9,13,87,2,2.8,3,3.3
OR_2019_1,8,9,14,87,1,2.9,3,3.3
OR_2019_1,23,9,15,88,2,3.4,3,3.3
OR_2019_1,201,9,16,88,1,3,3,3.3
OR_2019_1,128,9,17,89,2,2.6,3,3.3
OR_2019_1,194,9,18,89,1,3.2,3,3.3
OR_2019_1,52,9,19,90,2,2,3,3.3
OR_2019_1,73,9,20,90,1,3.1,3,3.3
OR_2019_1,148,10,1,91,2,2.9,2.9,3.5
OR_2019_1,157,10,2,91,1,3,2.9,3.5
OR_2019_1,80,10,3,92,2,2.8,2.9,3.5
OR_2019_1,6,10,4,92,1,2.7,2.9,3.5
OR_2019_1,93,10,5,93,2,2.4,2.9,3.5
OR_2019_1,45,10,6,93,1,2.8,2.9,3.5
OR_2019_1,83,10,7,94,2,3.6,2.9,3.5
OR_2019_1,147,10,8,94,1,3.4,2.9,3.5
OR_2019_1,125,10,9,95,2,2.8,2.9,3.5
OR_2019_1,202,10,10,95,1,3.5,2.9,3.5
OR_2019_1,172,10,11,96,2,3.1,2.9,3.5
OR_2019_1,106,10,12,96,1,3.2,2.9,3.5
OR_2019_1,89,10,13,97,2,3.1,2.9,3.5
OR_2019_1,127,10,14,97,1,3.5,2.9,3.5
OR_2019_1,107,10,15,98,2,3.1,2.9,3.5
OR_2019_1,103,10,16,98,1,3,2.9,3.5
OR_2019_1,201,10,17,99,2,2.9,2.9,3.5
OR_2019_1,7,10,18,99,1,3.1,2.9,3.5
OR_2019_1,32,10,19,100,2,2.7,2.9,3.5
OR_2019_1,175,10,20,100,1,3.3,2.9,3.5
OR_2019_1,2,11,1,101,2,2.3,2.6,2.8
OR_2019_1,11,11,2,101,1,3.3,2.6,2.8
OR_2019_1,201,11,3,102,2,2.6,2.6,2.8
OR_2019_1,5,11,4,102,1,3.2,2.6,2.8
OR_2019_1,180,11,5,103,2,2.6,2.6,2.8
OR_2019_1,136,11,6,103,1,3.5,2.6,2.8
OR_2019_1,9,11,7,104,2,2.2,2.6,2.8
OR_2019_1,26,11,8,104,1,3.2,2.6,2.8
OR_2019_1,53,11,9,105,2,2.8,2.6,2.8
OR_2019_1,1,11,10,105,1,3.2,2.6,2.8
OR_2019_1,198,11,11,106,2,3,2.6,2.8
OR_2019_1,42,11,12,106,1,2.8,2.6,2.8
OR_2019_1,43,11,13,107,2,3.5,2.6,2.8
OR_2019_1,14,11,14,107,1,2.3,2.6,2.8
OR_2019_1,163,11,15,108,2,2.9,2.6,2.8
OR_2019_1,130,11,16,108,1,3.1,2.6,2.8
OR_2019_1,97,11,17,109,2,3,2.6,2.8
OR_2019_1,202,11,18,109,1,2.8,2.6,2.8
OR_2019_1,124,11,19,110,2,3.6,2.6,2.8
OR_2019_1,35,11,20,110,1,2.6,2.6,2.8
OR_2020_1,34,1,1,1,2,3.6,3.9,4
OR_2020_1,90,1,2,1,1,3.4,3.9,4
OR_2020_1,201,1,3,2,2,3.9,3.9,4
OR_2020_1,55,1,4,2,1,3.8,3.9,4
OR_2020_1,10,1,5,3,2,3.8,3.9,4
OR_2020_1,192,1,6,3,1,3.5,3.9,4
OR_2020_1,145,1,7,4,2,3.6,3.9,4
OR_2020_1,48,1,8,4,1,4.1,3.9,4
OR_2020_1,74,1,9,5,2,3.7,3.9,4
OR_2020_1,159,1,10,5,1,3.6,3.9,4
OR_2020_1,176,1,11,6,2,3.7,3.9,4
OR_2020_1,95,1,12,6,1,3.9,3.9,4
OR_2020_1,190,1,13,7,2,3.8,3.9,4
OR_2020_1,81,1,14,7,1,3.8,3.9,4
OR_2020_1,167,1,15,8,2,3.8,3.9,4
OR_2020_1,123,1,16,8,1,3.8,3.9,4
OR_2020_1,46,1,17,9,2,4.6,3.9,4
OR_2020_1,160,1,18,9,1,3.8,3.9,4
OR_2020_1,18,1,19,10,2,3.6,3.9,4
OR_2020_1,202,1,20,10,1,4,3.9,4
OR_2020_1,178,2,1,11,2,3.8,3.7,3.9
OR_2020_1,121,2,2,11,1,3.8,3.7,3.9
OR_2020_1,173,2,3,12,2,3.9,3.7,3.9
OR_2020_1,65,2,4,12,1,3.8,3.7,3.9
OR_2020_1,181,2,5,13,2,4,3.7,3.9
OR_2020_1,25,2,6,13,1,3.9,3.7,3.9
OR_2020_1,153,2,7,14,2,4.2,3.7,3.9
OR_2020_1,40,2,8,14,1,3.9,3.7,3.9
OR_2020_1,78,2,9,15,2,4.1,3.7,3.9
OR_2020_1,201,2,10,15,1,3.7,3.7,3.9
OR_2020_1,179,2,11,16,2,2.9,3.7,3.9
OR_2020_1,21,2,12,16,1,4,3.7,3.9
OR_2020_1,59,2,13,17,2,3.5,3.7,3.9
OR_2020_1,92,2,14,17,1,3.9,3.7,3.9
OR_2020_1,27,2,15,18,2,3.8,3.7,3.9
OR_2020_1,193,2,16,18,1,3.8,3.7,3.9
OR_2020_1,202,2,17,19,2,3.9,3.7,3.9
OR_2020_1,94,2,18,19,1,3.9,3.7,3.9
OR_2020_1,99,2,19,20,2,3.4,3.7,3.9
OR_2020_1,51,2,20,20,1,4.2,3.7,3.9
OR_2020_1,139,3,1,21,2,3.7,3.9,3.8
OR_2020_1,113,3,2,21,1,3.9,3.9,3.8
OR_2020_1,183,3,3,22,2,3.9,3.9,3.8
OR_2020_1,37,3,4,22,1,3.9,3.9,3.8
OR_2020_1,189,3,5,23,2,3.7,3.9,3.8
OR_2020_1,84,3,6,23,1,3.9,3.9,3.8
OR_2020_1,133,3,7,24,2,4,3.9,3.8
OR_2020_1,187,3,8,24,1,3.9,3.9,3.8
OR_2020_1,202,3,9,25,2,3.8,3.9,3.8
OR_2020_1,110,3,10,25,1,3.8,3.9,3.8
OR_2020_1,144,3,11,26,2,3.9,3.9,3.8
OR_2020_1,79,3,12,26,1,3.9,3.9,3.8
OR_2020_1,195,3,13,27,2,3.8,3.9,3.8
OR_2020_1,77,3,14,27,1,4,3.9,3.8
OR_2020_1,54,3,15,28,2,4.2,3.9,3.8
OR_2020_1,161,3,16,28,1,4,3.9,3.8
OR_2020_1,104,3,17,29,2,4,3.9,3.8
OR_2020_1,177,3,18,29,1,3.9,3.9,3.8
OR_2020_1,4,3,19,30,2,3.7,3.9,3.8
OR_2020_1,201,3,20,30,1,3.9,3.9,3.8
OR_2020_1,108,4,1,31,2,4.5,3.8,3.9
OR_2020_1,197,4,2,31,1,3.9,3.8,3.9
OR_2020_1,100,4,3,32,2,4.2,3.8,3.9
OR_2020_1,49,4,4,32,1,4,3.8,3.9
OR_2020_1,15,4,5,33,2,3.8,3.8,3.9
OR_2020_1,201,4,6,33,1,3.8,3.8,3.9
OR_2020_1,13,4,7,34,2,3.8,3.8,3.9
OR_2020_1,63,4,8,34,1,3.8,3.8,3.9
